Date,Symbol,Frequency,Open,High,Low,Close,Volume
2019-06-30,HUF,Week,284.165,289.451,284.045,288.586,223196.9712
2019-07-07,HUF,Week,288.505,290.838,288.385,288.865,265907.2005000001
2019-07-14,HUF,Week,288.875,291.37,288.686,289.6,218242.0807
2019-07-21,HUF,Week,289.854,294.18,289.434,293.846,239653.3596
2019-07-28,HUF,Week,293.496,296.529,292.255,294.746,342986.9304000001
2019-08-04,HUF,Week,294.554,294.725,288.898,289.523,345064.08139999985
2019-08-11,HUF,Week,289.575,293.735,288.545,292.505,325659.25950000004
2019-08-18,HUF,Week,292.335,297.31,292.22,295.601,253907.86990000005
2019-08-25,HUF,Week,294.955,302.095,294.655,301.265,249435.55060000005
2019-09-01,HUF,Week,301.375,303.045,297.075,299.225,230701.15040000004
2019-09-08,HUF,Week,299.489,303.457,298.103,298.926,242104.372
2019-09-15,HUF,Week,299.305,303.599,298.965,302.825,221659.5503000001
2019-09-22,HUF,Week,302.815,307.985,302.398,306.398,216456.8184
2019-09-29,HUF,Week,306.116,308.151,301.984,302.724,230218.0492
2019-10-06,HUF,Week,302.734,305.234,299.262,300.764,255085.4106
2019-10-13,HUF,Week,300.754,302.597,295.774,295.991,309658.8021000001
2019-10-20,HUF,Week,296.264,296.899,293.964,296.604,182454.7400999999
2019-10-27,HUF,Week,296.644,297.224,293.364,293.74,201928.721
2019-11-03,HUF,Week,293.704,303.054,293.394,302.564,195304.4597
2019-11-10,HUF,Week,302.591,304.374,302.294,302.707,189116.0195
2019-11-17,HUF,Week,302.534,303.684,300.144,303.476,181178.26919999992
2019-11-24,HUF,Week,303.145,306.207,302.68,303.606,316931.46940000006
2019-12-01,HUF,Week,303.594,303.764,297.374,299.344,190085.25019999995
2019-12-08,HUF,Week,299.354,299.944,293.904,296.431,254989.21
2019-12-15,HUF,Week,295.724,298.406,294.274,298.224,167369.8704
2019-12-22,HUF,Week,298.284,299.885,295.354,295.534,85053.23989999999
2019-12-29,HUF,Week,295.408,297.044,293.754,295.354,138021.44989999995
2020-01-05,HUF,Week,295.474,301.264,293.978,300.114,194685.8797
2020-01-12,HUF,Week,300.105,303.244,297.874,302.944,167847.45020000002
2020-01-19,HUF,Week,302.964,305.518,301.094,304.917,160617.83009999996
2020-01-26,HUF,Week,304.534,307.764,303.904,304.134,173502.1102
2020-02-02,HUF,Week,304.334,309.648,303.904,308.884,258902.64880000005
2020-02-09,HUF,Week,308.892,312.924,307.964,309.541,183916.7685
2020-02-16,HUF,Week,309.64,313.802,308.244,310.504,231735.41980000003
2020-02-23,HUF,Week,310.83,312.904,305.683,305.974,427009.9220000001
2020-03-01,HUF,Week,306.294,306.794,294.694,296.865,604369.1502000001
2020-03-08,HUF,Week,294.754,307.672,292.579,305.198,887651.9119000003
2020-03-15,HUF,Week,303.534,335.529,301.994,328.392,840458.8794999999
2020-03-22,HUF,Week,326.364,332.501,319.294,320.22,747857.5708000003
2020-03-29,HUF,Week,320.444,341.101,319.924,338.5,659917.8086999999
2020-04-05,HUF,Week,336.818,338.947,321.664,322.056,571008.0998000001
2020-04-12,HUF,Week,322.584,326.016,319.335,324.318,579132.6804999999
2020-04-19,HUF,Week,323.814,333.264,323.664,328.644,503859.69720000005
2020-04-26,HUF,Week,328.684,331.223,319.761,322.456,337973.4401
2020-05-03,HUF,Week,321.684,326.114,321.204,322.196,290813.9686
2020-05-10,HUF,Week,322.584,329.104,321.706,327.826,340318.719
2020-05-17,HUF,Week,327.714,327.874,316.454,320.664,305554.5506
2020-05-24,HUF,Week,321.124,322.556,310.924,312.434,326254.4992
2020-05-31,HUF,Week,312.054,312.094,302.444,304.593,391660.2298999999
