Local time,Open,High,Low,Close,Volume
30.06.2019 16:00:00.000 GMT-0500,14.07447,14.38619,13.81142,14.32673,2495327.154200003
31.07.2019 16:00:00.000 GMT-0500,14.32583,15.49671,14.31986,15.18303,2746119.1375999968
31.08.2019 16:00:00.000 GMT-0500,15.22004,15.28852,14.50317,15.11377,1724442.2473999995
30.09.2019 16:00:00.000 GMT-0500,15.14587,15.39721,14.51183,15.09023,2010421.2471000003
31.10.2019 16:00:00.000 GMT-0500,15.08799,15.16618,14.59027,14.64272,1663806.5170999996
30.11.2019 16:00:00.000 GMT-0600,14.63293,14.86813,13.95913,13.97755,1886727.2508999992
31.12.2019 16:00:00.000 GMT-0600,13.98063,15.03014,13.93026,14.99792,2555569.403100001
31.01.2020 16:00:00.000 GMT-0600,14.96393,15.82220,14.66650,15.65790,3239800.5125999996
29.02.2020 16:00:00.000 GMT-0600,15.83686,18.06771,15.20833,17.83723,4004880.416500003
31.03.2020 16:00:00.000 GMT-0500,17.81613,19.33812,17.79356,18.51913,3023402.920300001
30.04.2020 16:00:00.000 GMT-0500,18.51869,18.95200,17.29800,17.52096,3047949.208000003
31.05.2020 16:00:00.000 GMT-0500,17.53235,17.61230,16.32846,17.32783,3755546.5646000067
30.06.2020 16:00:00.000 GMT-0500,17.33223,17.37360,16.34012,17.06130,3954679.168799999
31.07.2020 16:00:00.000 GMT-0500,17.00867,17.78306,16.54423,16.93833,4276631.270600002
31.08.2020 16:00:00.000 GMT-0500,16.93476,17.26197,16.08123,16.72733,3215067.9163000006
30.09.2020 16:00:00.000 GMT-0500,16.70846,16.79408,16.08913,16.21194,3120733.155799999
31.10.2020 16:00:00.000 GMT-0500,16.25792,16.42343,15.09543,15.44046,3236412.257100004
30.11.2020 16:00:00.000 GMT-0600,15.44143,15.46243,14.51163,14.68966,2748526.498899998
31.12.2020 16:00:00.000 GMT-0600,14.64763,15.65903,14.50423,15.13946,3808787.044800002
31.01.2021 16:00:00.000 GMT-0600,15.17793,15.21368,14.39354,15.09809,3308870.227800002
28.02.2021 16:00:00.000 GMT-0600,15.10413,15.56995,14.60977,14.76116,4416602.863100001
31.03.2021 16:00:00.000 GMT-0500,14.76116,14.84055,14.14486,14.48466,2242252.3099999996
30.04.2021 16:00:00.000 GMT-0500,14.47588,14.54121,13.67496,13.73036,1851860.3157000004
31.05.2021 16:00:00.000 GMT-0500,13.71656,14.39926,13.40488,14.26106,2354702.782699999
30.06.2021 16:00:00.000 GMT-0500,14.26146,14.99237,14.16380,14.58446,2660341.389800001
31.07.2021 16:00:00.000 GMT-0500,14.59868,15.39293,14.22119,14.51196,2065576.6101999998
31.08.2021 16:00:00.000 GMT-0500,14.50666,15.24978,14.05980,15.04596,2322363.651399998
30.09.2021 16:00:00.000 GMT-0500,15.05643,15.32488,14.35096,15.22306,2387872.6375000007
31.10.2021 16:00:00.000 GMT-0500,15.20635,16.36599,14.86153,15.87085,2491032.2883000034
30.11.2021 16:00:00.000 GMT-0600,15.87084,16.25619,15.49845,15.92923,2430084.4855000004
31.12.2021 16:00:00.000 GMT-0600,15.95633,16.07384,15.05967,15.37022,1867553.1155000012
31.01.2022 16:00:00.000 GMT-0600,15.36253,15.58149,14.91019,15.35293,3118293.264299999
28.02.2022 16:00:00.000 GMT-0600,15.34985,15.55985,14.39934,14.60295,4585429.310000004
31.03.2022 16:00:00.000 GMT-0500,14.59806,16.13003,14.44441,15.79346,1908738.9648000014
30.04.2022 16:00:00.000 GMT-0500,15.75881,16.32073,15.40506,15.62023,1477774.119999999
31.05.2022 16:00:00.000 GMT-0500,15.60654,16.46965,15.16592,16.26156,1531273.917700001
30.06.2022 16:00:00.000 GMT-0500,16.25926,17.30451,16.21787,16.57199,1728350.567400002
31.07.2022 16:00:00.000 GMT-0500,16.55823,17.13741,16.10502,17.10866,2045127.941700001
31.08.2022 16:00:00.000 GMT-0500,17.10866,18.21913,16.98396,18.08298,2303444.8803999997
30.09.2022 16:00:00.000 GMT-0500,18.03723,18.57584,17.56735,18.33898,2506653.9181000004
31.10.2022 16:00:00.000 GMT-0500,18.33527,18.52388,16.89473,17.17933,2610548.5576
30.11.2022 16:00:00.000 GMT-0600,17.17288,17.95363,16.87978,16.99337,2358615.8823
31.12.2022 16:00:00.000 GMT-0600,16.91866,17.48834,16.68904,17.39363,2404878.1108
31.01.2023 16:00:00.000 GMT-0600,17.38069,18.51259,16.92827,18.35399,1961221.0078000012
28.02.2023 16:00:00.000 GMT-0600,18.35399,18.71652,17.69393,17.73583,2320680.6089999983
31.03.2023 16:00:00.000 GMT-0500,17.77758,18.53484,17.70825,18.24448,1727257.508400001
30.04.2023 16:00:00.000 GMT-0500,18.28741,19.86470,18.16830,19.71240,2461224.0356999994
31.05.2023 16:00:00.000 GMT-0500,19.71240,19.91848,18.12130,18.81842,2653580.6841
30.06.2023 16:00:00.000 GMT-0500,18.79586,19.15093,17.89878,18.07759,1283258.5300000035
