Date,Symbol,Frequency,Open,High,Low,Close,Volume
30.06.2019,MXN,Day,19.14411,19.2061,19.03637,19.11811,113457.9001
01.07.2019,MXN,Day,19.11965,19.12004,19.04637,19.04707,112741.3801
02.07.2019,MXN,Day,19.04717,19.08545,19.00208,19.00957,92720.219
03.07.2019,MXN,Day,19.00957,19.02105,18.96621,18.98965,38636.9898
04.07.2019,MXN,Day,18.99758,19.07821,18.96071,19.00671,100166.7684
07.07.2019,MXN,Day,19.01154,19.02585,18.86271,18.90907,107474.8695
08.07.2019,MXN,Day,18.90907,19.36218,18.87871,19.15057,121500.569
09.07.2019,MXN,Day,19.15107,19.31151,19.12717,19.13015,123600.64960000002
10.07.2019,MXN,Day,19.12771,19.16941,19.06671,19.06707,88972.95969999999
11.07.2019,MXN,Day,19.06353,19.12291,18.97274,18.98271,160750.41059999997
14.07.2019,MXN,Day,18.98264,18.99834,18.91943,18.97005,134746.5309
15.07.2019,MXN,Day,18.97175,19.11631,18.95294,19.09103,96379.7103
16.07.2019,MXN,Day,19.09103,19.12284,18.99351,19.06203,87207.38040000001
17.07.2019,MXN,Day,19.05437,19.11705,18.93915,18.93997,90259.71
18.07.2019,MXN,Day,18.93937,19.04714,18.92086,19.01903,94200.5204
21.07.2019,MXN,Day,19.01904,19.08477,19.00269,19.05106,74090.1503
22.07.2019,MXN,Day,19.05007,19.18951,19.03921,19.16806,83644.52049999998
23.07.2019,MXN,Day,19.16645,19.19055,19.05157,19.05503,71841.28089999998
24.07.2019,MXN,Day,19.05907,19.12504,18.96024,19.01637,108432.27060000002
25.07.2019,MXN,Day,19.01651,19.10527,18.98704,19.0344,93579.6496
28.07.2019,MXN,Day,19.03224,19.12661,19.00563,19.05883,70921.53970000001
29.07.2019,MXN,Day,19.05512,19.09047,19.01617,19.05777,95360.7998
30.07.2019,MXN,Day,19.05797,19.18621,18.94818,19.15111,130377.4493
31.07.2019,MXN,Day,19.14384,19.2786,19.11324,19.23604,134975.0719
01.08.2019,MXN,Day,19.22447,19.37324,19.19354,19.30094,139387.7996
04.08.2019,MXN,Day,19.29207,19.6712,19.28233,19.60777,141324.32909999994
05.08.2019,MXN,Day,19.60875,19.73647,19.53111,19.57112,136593.0392
06.08.2019,MXN,Day,19.57007,19.73634,19.52969,19.62246,133121.94049999997
07.08.2019,MXN,Day,19.62085,19.65487,19.40153,19.40503,104962.7397
08.08.2019,MXN,Day,19.40303,19.49104,19.3766,19.40074,80927.0506
11.08.2019,MXN,Day,19.39934,19.77411,19.38291,19.60083,105212.7717
12.08.2019,MXN,Day,19.60127,19.67686,19.35147,19.36995,109521.05040000002
13.08.2019,MXN,Day,19.37407,19.74969,19.36144,19.66904,126284.56
14.08.2019,MXN,Day,19.68503,19.76708,19.57722,19.60403,152902.39950000003
15.08.2019,MXN,Day,19.59735,19.68329,19.52003,19.65386,115460.8696
18.08.2019,MXN,Day,19.66514,19.89206,19.60454,19.85904,118213.5192
19.08.2019,MXN,Day,19.85903,19.88641,19.72031,19.75865,132767.1993
20.08.2019,MXN,Day,19.76116,19.77103,19.63666,19.68169,107097.9798
21.08.2019,MXN,Day,19.68705,19.84646,19.66003,19.81552,120446.6708
22.08.2019,MXN,Day,19.80154,19.93777,19.75639,19.91318,138859.3309
25.08.2019,MXN,Day,19.95925,20.12103,19.80863,19.92903,168742.4587
26.08.2019,MXN,Day,19.92218,20.08287,19.87701,19.98537,142177.2393
27.08.2019,MXN,Day,19.98504,20.12507,19.94674,20.07854,128456.7886
28.08.2019,MXN,Day,20.10214,20.25471,20.04591,20.13224,138430.61049999998
29.08.2019,MXN,Day,20.13729,20.19497,20.00821,20.04623,122824.39949999998
01.09.2019,MXN,Day,20.09103,20.15033,20.03236,20.14573,56530.64950000001
02.09.2019,MXN,Day,20.12811,20.16144,19.96221,19.97003,123833.9197
03.09.2019,MXN,Day,19.96775,19.98838,19.7101,19.71225,129174.779
04.09.2019,MXN,Day,19.71815,19.75807,19.61246,19.74355,107789.04
05.09.2019,MXN,Day,19.75779,19.76113,19.51816,19.52554,104988.84059999998
08.09.2019,MXN,Day,19.53982,19.59223,19.47234,19.56225,96718.4803
09.09.2019,MXN,Day,19.55613,19.60114,19.47242,19.48753,96225.07
10.09.2019,MXN,Day,19.49333,19.57114,19.46656,19.50263,88458.86050000001
11.09.2019,MXN,Day,19.50903,19.53733,19.39826,19.43833,106330.0988
12.09.2019,MXN,Day,19.43466,19.45563,19.34503,19.39904,101438.6299
15.09.2019,MXN,Day,19.41405,19.46659,19.39211,19.43625,82482.2499
16.09.2019,MXN,Day,19.43615,19.54544,19.34469,19.35864,84735.82930000001
17.09.2019,MXN,Day,19.35543,19.43576,19.32408,19.39275,85202.8907
18.09.2019,MXN,Day,19.39192,19.45941,19.31869,19.44934,108471.589
19.09.2019,MXN,Day,19.44824,19.4923,19.39699,19.43603,88390.77100000001
22.09.2019,MXN,Day,19.43088,19.50376,19.3804,19.47518,87820.2799
23.09.2019,MXN,Day,19.47054,19.50322,19.40356,19.4293,100508.71910000002
24.09.2019,MXN,Day,19.43444,19.61563,19.42688,19.56781,99830.47910000004
25.09.2019,MXN,Day,19.55386,19.67388,19.52734,19.67074,84013.64929999999
26.09.2019,MXN,Day,19.66129,19.73505,19.59397,19.68584,96517.80060000002
29.09.2019,MXN,Day,19.70303,19.75644,19.67372,19.72895,108575.8905
30.09.2019,MXN,Day,19.72993,19.83569,19.71315,19.82603,103749.2507
01.10.2019,MXN,Day,19.81586,19.85904,19.74416,19.79053,108274.1295
02.10.2019,MXN,Day,19.78843,19.81401,19.6448,19.64748,104480.8394
03.10.2019,MXN,Day,19.6465,19.65368,19.49018,19.50749,95685.1595
06.10.2019,MXN,Day,19.52761,19.59168,19.52143,19.56983,97776.31050000002
07.10.2019,MXN,Day,19.56146,19.63831,19.50971,19.62181,115292.57
08.10.2019,MXN,Day,19.62204,19.62978,19.4913,19.56991,95459.469
09.10.2019,MXN,Day,19.56368,19.63738,19.43198,19.44569,116978.08049999998
10.10.2019,MXN,Day,19.44891,19.45608,19.26637,19.31183,117570.1796
13.10.2019,MXN,Day,19.30139,19.34616,19.25031,19.26547,106239.2111
14.10.2019,MXN,Day,19.2591,19.29061,19.22124,19.23688,98288.3504
15.10.2019,MXN,Day,19.23688,19.28549,19.16593,19.19604,87686.4202
16.10.2019,MXN,Day,19.19889,19.24953,19.12962,19.19351,93004.0705
17.10.2019,MXN,Day,19.19211,19.21537,19.10146,19.10146,68084.551
20.10.2019,MXN,Day,19.12665,19.16954,19.10325,19.11588,90221.8092
21.10.2019,MXN,Day,19.1124,19.15402,19.07237,19.14186,77780.38040000001
22.10.2019,MXN,Day,19.13811,19.18709,19.10129,19.11313,92193.0391
23.10.2019,MXN,Day,19.10787,19.1598,19.05685,19.12582,85618.38039999997
24.10.2019,MXN,Day,19.1271,19.13941,19.02696,19.0519,72535.9703
27.10.2019,MXN,Day,19.047,19.1187,19.01585,19.11371,67411.5404
28.10.2019,MXN,Day,19.111,19.14841,19.0737,19.11031,90097.1419
29.10.2019,MXN,Day,19.10871,19.2326,19.077,19.077,107945.2004
30.10.2019,MXN,Day,19.0773,19.2454,19.06539,19.2282,121504.1393
31.10.2019,MXN,Day,19.23041,19.24,19.06729,19.1051,91253.241
03.11.2019,MXN,Day,19.09839,19.2076,19.0441,19.16714,78382.3504
04.11.2019,MXN,Day,19.1654,19.2361,19.0955,19.1927,94037.5302
